Gene,Ara_plusAnc,Ara_plus1Ev,Ara_minusAnc,Ara_minus1Ev,Ara_minusspoTAnc,Ara_minusAnc
yjgB,-4.187884711,-4.224600652,-3.997813259,-4.64404461,-3.856359524,-3.881215877
yafW,-3.610431396,-3.650376054,-3.621810999,-3.664844164,-3.656201072,-3.645089018
b0499,-3.997894013,-3.905998124,-3.994631664,-4.095209467,-3.873412156,-3.901557258
ybiI,-3.690883585,-3.843074484,-3.526607092,-4.239050072,-3.905616791,-3.894454076
b1057,-4.186375011,-4.215840238,-4.174649413,-4.188062072,-4.202575208,-4.192167834
folC,-3.401380495,-3.432703904,-3.249668685,-4.163024959,-3.43477357,-3.601366864
yciK,-3.991496774,-3.993789225,-4.017105632,-4.286037929,-4.03111118,-4.036945477
b2740,-3.497764601,-3.480124532,-3.374836481,-3.757752364,-3.463753213,-3.459390108
yjjT,-3.66350294,-3.61125781,-3.580171828,-3.887683841,-3.556703848,-3.540779982
himA,-3.702903377,-3.63357196,-3.860154115,-4.060907746,-3.944544298,-3.931469194
evgS,-4.138682918,-4.226954362,-4.3621711,-4.133225332,-4.071374786,-4.038765365
truA,-3.503272322,-3.448854851,-3.486575591,-3.539096617,-3.475910234,-3.46798727
rplJ,-3.099433382,-3.273620943,-3.306717587,-4.407680647,-3.727809389,-3.812591157
ilvC,-3.524557916,-3.45922129,-3.654876142,-3.942438048,-3.574201167,-3.58552216
fadR,-4.129171083,-4.247699495,-4.262390311,-4.841203379,-4.306651395,-4.362711431
speG,-3.23436545,-3.240278755,-3.16881724,-3.752971357,-3.293773429,-3.339726007
rffD,-3.687910147,-3.661085555,-3.624918124,-3.757079806,-3.552689208,-3.556342173
dfp,-3.455747692,-3.360387521,-3.495192766,-3.572147906,-3.538560446,-3.48985746
proS,-3.984913703,-3.988138876,-4.019815506,-4.182094503,-3.916436595,-3.932269772
fmt,-3.469085864,-3.366759155,-3.48437325,-3.591282373,-3.478015288,-3.425641669
argF,-3.670771401,-3.828821103,-3.506992569,-4.457322192,-3.771103803,-3.785829227
metB,-4.035322832,-3.963524683,-4.0321988,-4.257813338,-3.927988719,-3.939254115
cfa,-4.286737172,-4.317962186,-4.309670429,-4.629738103,-4.299183305,-4.348046582
eda,-3.123205803,-3.185188836,-3.215231635,-3.467797849,-3.323332703,-3.332969895
metF,-3.461712686,-3.483621237,-3.570245722,-3.910890057,-3.600793246,-3.577331209
rnpA,-3.172041445,-3.039091333,-3.187914637,-3.391942335,-3.194078759,-3.142417559
b0441,-3.804075349,-3.810527122,-3.852421218,-4.039032044,-3.862550552,-3.876071111
rpsE,-3.231075863,-3.100222802,-3.385514796,-3.80233344,-3.480306955,-3.472069225
aroA,-3.465228495,-3.56698903,-3.550613366,-4.412040819,-3.591509906,-3.528178591
lysC,-3.683736849,-3.629634364,-3.74581454,-4.348669153,-3.833914244,-3.926852294
pssA,-3.609372031,-3.713382158,-3.819307855,-4.49169616,-3.745780417,-3.725325721
galF,-3.406458068,-3.489877419,-3.45301508,-3.492770551,-3.494656355,-3.496777553
phnN,-3.690331521,-3.788296893,-3.621666599,-3.998259625,-3.748329358,-3.733512331
polA,-3.959622747,-4.018008869,-3.815672707,-4.173229,-3.796612855,-3.851741687
glnS,-2.677634289,-2.655915926,-2.518179784,-3.246662446,-2.937248269,-2.900880734
rpsQ,-4.006598488,-3.959345178,-4.096783246,-4.746055897,-4.212169568,-4.251534769
trpC,-3.947862291,-3.920060829,-4.099111747,-4.606041177,-3.976341002,-3.991349095
trpR,-4.165099735,-4.142490442,-4.12361892,-4.529837125,-4.224152997,-4.335266687
yhjY,-3.20587271,-3.159086369,-3.17346434,-3.491086263,-3.328053003,-3.390122802
b2302,-3.535143438,-3.601560941,-3.573652624,-3.589061243,-3.538473712,-3.570801332
phnF,-4.041040788,-4.109727045,-4.003628265,-4.102504418,-3.942828494,-3.971281904
priB,-3.72748673,-3.537183834,-3.785477412,-4.153844005,-4.053840611,-4.092837187
mukF,-3.14561241,-3.136399796,-3.157610619,-3.274203797,-3.156152882,-3.155396617
rplD,-3.303244175,-3.220790468,-3.364928554,-3.627240819,-3.593416264,-3.578643388
aroH,-4.120913382,-4.372249862,-4.220935815,-4.869024233,-4.087542808,-4.135632985
codA,-3.955088211,-4.090232562,-3.988000548,-4.42473108,-3.733003474,-3.741467718
acs,-3.498327666,-3.499968961,-3.540399905,-3.578027612,-3.554962295,-3.609524429
b2463,-4.140438409,-4.197604415,-4.131679405,-4.47602755,-3.969174757,-3.970668506
folA,-3.7440426,-3.839035169,-3.708810293,-3.992208197,-3.71946926,-3.622366647
rob,-3.931078102,-4.015177091,-3.991054906,-4.1610133,-3.909431223,-3.899700975
pth,-3.504034163,-3.521710662,-3.536508369,-3.550080945,-3.473072056,-3.480977166
fkpA,-3.145165063,-3.205492632,-3.300606553,-3.577843231,-3.307068636,-3.344289193
hisD,-3.937909378,-3.787592237,-3.896946512,-4.624471142,-3.862755257,-3.899287419
lysA,-3.654136579,-3.665867926,-3.668910766,-3.973221604,-3.582423025,-3.56035723
ndk,-4.297946921,-4.27285072,-4.317404544,-4.862672984,-4.278863732,-4.279389951
b0512,-3.548077086,-3.554386884,-3.553651725,-3.567657726,-3.564218591,-3.600374316
epd,-3.441658469,-3.467191832,-3.450839942,-3.538985818,-3.499442409,-3.524117103
cmk,-4.036266384,-4.023229045,-4.103841109,-4.33270569,-4.073336713,-4.1617705
yafB,-3.653135018,-3.692275019,-3.697958594,-3.76398817,-3.627550057,-3.738448003
yfhI,-3.699232552,-3.774663971,-3.710788272,-3.980231081,-3.685782069,-3.709372801
hemL,-3.593557357,-3.627625066,-3.614436929,-3.774694035,-3.594825267,-3.635644629
xseB,-3.809528616,-3.755602187,-3.820990553,-3.840685127,-3.846477838,-3.875405805
pheS,-3.401637251,-3.408286198,-3.421209872,-3.478558456,-3.456799797,-3.489409502
selB,-4.003239975,-4.034032342,-3.91630089,-4.355816423,-3.861069081,-3.946228368
aroC,-4.017161436,-4.106706583,-3.992642658,-4.562788761,-4.053446519,-4.119310943
pyrF,-4.254702638,-4.191406183,-4.254257546,-4.561777876,-4.136813504,-4.172460035
yagT,-3.429234716,-3.570144478,-3.26901114,-3.901899529,-3.415915145,-3.328698922
gabT,-4.150299558,-4.08117023,-4.045997036,-4.198976736,-3.973070227,-3.995203936
entF,-4.238587451,-4.287692891,-4.04977255,-4.898669304,-3.924951813,-3.891912283
xthA,-3.643724193,-3.569788957,-3.640426862,-3.535900267,-3.738988581,-3.718958893
prc,-3.931739108,-4.09407999,-4.089062296,-4.085467446,-3.984106585,-3.972869067
dsbA,-3.593222868,-3.548253834,-3.643808565,-3.591322379,-3.663131091,-3.649783379
glyA,-3.08600102,-3.096624372,-3.201414015,-3.200693029,-3.363435275,-3.304996223
nrdB,-3.975630664,-3.829801967,-3.925231944,-3.873282351,-3.990737579,-3.972070987
psiF,-3.83705614,-3.784362909,-3.784133486,-3.673968735,-3.754179354,-3.782531089
cysJ,-3.757708476,-3.691174708,-3.774448938,-3.860812228,-3.838644189,-3.783750308
nadA,-3.926883386,-3.415156703,-3.884247229,-3.874064167,-3.961432513,-3.957161321
dcm,-3.691208748,-3.604803115,-3.732467785,-3.752727199,-3.747473306,-3.724864689
recC,-3.743841854,-3.883395083,-3.748748716,-4.060797036,-3.560585327,-3.607501205
trmD,-2.845844712,-2.93945224,-2.998130622,-3.546520696,-3.195102945,-3.219864787
hflC,-3.896630446,-4.023395675,-3.979674004,-4.699568068,-3.781112011,-3.845149214
argG,-3.54543582,-3.495428822,-3.503202617,-4.009833837,-3.563734518,-3.613894751
purH,-3.207198509,-3.112182205,-3.246561744,-3.381387473,-3.142829122,-3.15832359
nagD,-3.530461119,-3.592417625,-3.587948701,-3.575210134,-3.586867023,-3.590972463
agaV,-4.582889112,-4.574234377,-4.583426934,-4.739820403,-4.345275044,-4.411202416
lig,-3.781759216,-3.718080561,-3.765423414,-3.753070299,-3.794114729,-3.823276038
greB,-3.502795617,-3.546729946,-3.561181249,-3.526570183,-3.466029338,-3.479967243
lysS,-3.191043204,-3.145921046,-3.177358785,-3.332824149,-3.16919281,-3.178475489
pepA,-3.695572249,-3.820169928,-3.387094785,-4.285181552,-3.620469249,-3.691431947
cysE,-4.104979199,-4.035586349,-4.115299744,-4.514013307,-3.908154788,-3.934911717
deoA,-3.814243389,-3.850787382,-3.808854593,-3.914639933,-3.675305233,-3.760482714
b0718,-4.475648768,-4.50195886,-4.432730241,-4.543706386,-4.040584176,-4.137327411
agaI,-3.965346201,-3.968082061,-3.903361796,-3.985353766,-3.896680989,-3.932583734
stpA,-4.217917521,-4.165922229,-4.339709442,-4.531090894,-4.394671707,-4.386551476
rpoB,-4.063716662,-4.118379305,-4.154460234,-5.038600958,-4.260042194,-4.2933249
ygjH,-3.937095328,-3.936058077,-3.917927519,-4.698688152,-3.865509964,-3.860260745
thrB,-3.389562052,-3.486774641,-3.21846566,-4.342223516,-3.651607412,-3.60006543
ilvL,-3.602682665,-3.413891227,-3.526898493,-4.405371773,-3.762845813,-3.736022015
tesA,-4.576247623,-4.562406818,-4.601058278,-5.109648068,-4.420851398,-4.46285653
yccK,-3.773959642,-3.823111047,-3.771535877,-3.82341638,-3.798413667,-3.800661239
gntK,-4.067126548,-4.011331511,-4.067724186,-4.131290606,-4.018227635,-4.037552621
parE,-3.461275793,-3.451266764,-3.484661349,-3.560906139,-3.564279227,-3.560076984
rpsT,-3.563972794,-3.436837781,-3.536888714,-3.806305488,-3.662489702,-3.666172081
rpmA,-4.301171988,-4.360590318,-4.44192626,-5.484747624,-4.406870845,-4.454433543
leuO,-4.465115989,-4.44326836,-4.371125234,-4.553960051,-4.169817458,-4.266687569
moaC,-3.896361563,-4.160898358,-3.955537017,-4.019671489,-3.810856656,-3.798526237
ybiC,-4.12869829,-4.74477863,-4.082871726,-4.735907971,-4.044572451,-4.053774908
b2290,-3.629093797,-3.660234986,-3.660161367,-3.640591582,-3.637010928,-3.648785888
yidX,-3.53523357,-3.371979815,-3.661743074,-4.016362609,-3.611435088,-3.647196416
yagA,-4.34897558,-4.290070609,-4.311637841,-4.341659985,-4.387026723,-4.371122825
ybbF,-4.134767892,-4.186600113,-4.113895203,-4.24740147,-4.192316485,-4.241768823
b0821,-3.750934677,-3.690830945,-3.697710674,-3.686901326,-3.782163173,-3.789373436
yceD,-3.52577774,-3.396138018,-3.606449781,-3.828398772,-3.788625056,-3.81288937
ribB,-3.54389148,-3.573081033,-3.537647003,-3.794207752,-3.734822307,-3.662144385
b1325,-3.937446621,-3.646491929,-3.944449391,-4.610498075,-3.971250324,-3.848281915
b2875,-4.367578456,-4.402089466,-4.272560466,-4.520751099,-4.074168255,-4.084802275
dinI,-4.669767241,-4.575443804,-4.705391253,-4.922123293,-4.723346291,-4.71031221
yagS,-3.503304264,-3.418424457,-3.324687188,-3.797961208,-3.650824398,-3.643823069
b0547,-3.85540746,-3.842462991,-3.647340944,-4.154431089,-4.01330101,-4.053203095
b0845,-3.63870354,-3.627375629,-3.561286975,-3.66785208,-3.607783735,-3.551586786
b1111,-4.005968651,-3.945726941,-3.990860121,-4.020755561,-3.994830496,-3.982377771
bisC,-3.75719184,-3.37081482,-3.792393073,-3.852488266,-3.565612169,-3.523184075
b1408,-4.99193758,-5.044899325,-4.845799063,-5.161145941,-4.530644584,-4.608829671
b2919,-4.002353758,-3.988520339,-3.992705433,-3.963782965,-3.983464994,-3.965182232
surE,-2.962500325,-2.948304189,-2.905515583,-3.70513404,-3.302693321,-3.279846407
ykgB,-4.4132543,-4.42506162,-4.366327987,-4.444903982,-4.13305317,-4.189373422
b0557,-3.598102579,-4.679509508,-3.634687052,-4.50031797,-3.875925487,-4.00290215
b0881,-3.849899329,-3.981891876,-3.887928001,-4.215220811,-4.15099465,-4.12250834
b1122,-3.728272296,-3.749551503,-3.69137417,-4.070665205,-3.872843539,-3.964328185
hemN,-3.319587143,-3.303979533,-3.382466744,-3.348261874,-3.386019878,-3.376098355
b1498,-4.771215757,-4.865777613,-4.771007957,-5.211645076,-4.314917737,-4.419606935
b3003,-3.24931434,-3.12637005,-3.196811382,-3.628423864,-3.192554304,-3.126641454
sugE,-4.672475749,-4.723814345,-4.802261939,-5.503275117,-4.421643365,-4.535387552
b0317,-3.923868489,-4.003578031,-3.870760111,-4.210094234,-3.866293479,-3.860684042
b0580,-4.116025207,-4.087777949,-4.11483032,-4.174374137,-3.955737791,-3.897996056
b0917,-4.398012182,-4.427155722,-4.392385215,-4.651875182,-4.48688811,-4.462710891
b1142,-4.362418515,-4.311471102,-4.353368145,-4.206433724,-4.419512674,-4.481718192
thiE,-3.670569415,-3.647249993,-3.691361147,-3.659336272,-3.713849907,-3.712919011
b1695,-4.919039298,-4.879598679,-4.768942412,-5.193757918,-4.24342545,-4.325292886
ygjI,-3.508916801,-3.494760329,-3.513844213,-3.648089275,-3.348249901,-3.331246525
b0024,-4.611993842,-4.32593303,-4.924662999,-5.333494032,-4.731267662,-4.617403332
b0332,-4.707903796,-4.808338532,-4.514545119,-5.155976179,-4.253861626,-4.287894909
b0613,-4.045599102,-3.982707715,-4.010909322,-4.021350728,-4.004605461,-4.044324412
b0936,-3.818712954,-3.749811744,-3.799126566,-3.812498657,-3.87459395,-3.898466613
b1151,-3.856003466,-3.898073692,-3.778842599,-4.159310532,-4.116440971,-4.167344614
yadF,-3.333899673,-3.137970056,-3.355160459,-3.773306634,-3.535467096,-3.548711323
b2016,-4.095600617,-4.118871668,-4.099939314,-4.614450072,-3.926394212,-3.902964182
yhcI,-3.829904071,-3.882441907,-3.735466876,-4.043030144,-3.689249788,-3.689058562
yabO,-4.28762562,-4.420738339,-4.394703653,-4.818616908,-4.024384781,-4.03331664
b0177,-3.612042947,-3.828303119,-3.701458372,-3.942535706,-3.727326582,-3.77587413
b0418,-3.986258297,-4.041297319,-3.977281402,-4.182207518,-3.871158883,-3.833931222
b0703,-3.608831736,-3.616388168,-3.571726632,-3.706933649,-3.489801976,-3.566654972
ycdB,-4.399921244,-4.554171484,-4.519564201,-4.707215422,-4.663195523,-4.550819891
b0364,-5.001152203,-4.958927997,-4.990383433,-5.174420141,-5.201144286,-5.169937468
ybeD,-4.256848613,-4.277604791,-4.124622059,-4.724011475,-4.387911425,-4.448756342
yccF,-4.216597655,-4.214779539,-4.235046836,-4.211155054,-4.222204448,-4.262228421
b1163,-3.261624677,-3.256796094,-3.311056326,-3.291919324,-3.356865402,-3.386993476
b0420,-3.83786535,-3.836451561,-3.49075145,-4.089405134,-3.646881118,-3.654943265
yegA,-4.377519416,-4.505367124,-4.422541192,-5.295548041,-4.158959265,-4.255296239
yhfQ,-3.959010809,-3.715084685,-3.772662087,-3.69863671,-3.635524227,-3.657561276
b0105,-4.268628,-3.968325059,-4.215738812,-4.82682192,-4.193612585,-4.258872286
b0379,-3.521677041,-3.557890957,-3.495159492,-3.372576498,-3.727901118,-3.530202067
b0659,-4.196145297,-4.245102111,-4.273704296,-4.633471824,-4.229379655,-4.250860993
b0984,-4.006831914,-3.966069919,-3.820629109,-4.523484469,-4.362038722,-4.385790917
b1172,-4.918478895,-5.010189715,-4.830959273,-5.240230936,-4.527008535,-4.486465468
b0520,-4.489850579,-4.449521547,-4.467488752,-4.546338572,-4.325845244,-4.304746311
atoD,-4.609242441,-4.664862487,-4.656288421,-4.872898496,-4.330719601,-4.395746487
yhjM,-3.894577379,-3.947153071,-3.874561089,-3.88053794,-3.774750969,-3.742383125
yadR,-3.746527894,-3.838437846,-3.805845446,-3.943918336,-3.971730188,-3.893106255
yaiD,-1.996604202,-2.034633341,-1.980873238,-1.805351304,-2.258683957,-1.969822639
b0682,-3.831804664,-3.901056167,-3.891732423,-3.823278295,-3.829327605,-3.979600464
b1005,-3.770238375,-3.827483236,-3.683386503,-3.673756941,-3.891618264,-3.89919683
b1191,-2.887954088,-2.844553257,-2.965128071,-2.756636032,-3.169585294,-2.96137999
pabC,-3.670635463,-3.803229841,-3.750011846,-3.849737561,-3.596757243,-3.551409927
b0859,-3.724826636,-3.730156342,-3.488066318,-4.175471958,-3.729744321,-3.794895276
yfeN,-4.320323455,-4.259285173,-4.337150013,-4.407611542,-4.340289835,-4.329176718
yihG,-4.119505842,-4.187170138,-4.231454889,-4.387918957,-3.918933251,-3.941330753
b0212,-4.295058503,-4.442875415,-4.350056877,-4.476620243,-4.202119444,-4.26258931
ybaE,-3.505286082,-3.538987039,-3.469988779,-3.514206617,-3.535548447,-3.546343158
ybgF,-3.705957116,-3.749447968,-3.769534256,-3.857835879,-3.891098903,-3.882800168
b1029,-3.565325387,-3.578591594,-3.555746257,-3.550605249,-3.614883734,-3.59993423
ribE,-3.35183849,-3.496035267,-3.33809418,-3.595339081,-3.357882758,-3.365234648
ycbG,-4.377334125,-4.675090672,-4.390725096,-5.014733837,-4.263885804,-4.302015058
yfgB,-4.067856942,-4.013717648,-4.052444831,-4.209255408,-4.0042436,-4.020106702
udhA,-3.559580449,-3.59362145,-3.626947585,-3.639220139,-3.540470992,-3.550209578
dinP,-4.068579015,-4.095043327,-4.086447663,-4.123723763,-3.971280468,-3.935484988
ybaM,-3.49272635,-3.581510381,-3.248380166,-4.176287373,-3.650023007,-3.659476153
b0790,-3.835398753,-3.846472442,-3.812693639,-3.803117701,-3.856795008,-3.873271624
b1046,-3.87773029,-3.855555425,-3.874543581,-3.920931932,-3.883526712,-3.907362369
menE,-3.129289483,-3.116949036,-3.1081128,-3.449264588,-3.203268513,-3.199642829
b1134,-5.067355036,-5.015537904,-5.021011469,-5.910149975,-4.687997746,-4.823316875
sfhB,-3.996751247,-3.958047229,-3.984918357,-4.343529211,-3.874806963,-3.905489287
yjhC,-4.313154377,-4.27302884,-4.257741038,-4.523443216,-4.159250836,-4.298032744
yafX,-4.588367582,-4.584979131,-4.532882373,-4.503236431,-4.496717598,-4.537173603
ybbD,-5.481548788,-5.214990544,-5.452507974,-5.739988574,-5.234852734,-5.329508547
b0806,-4.382495121,-4.436714251,-4.336122698,-4.325288905,-4.371655994,-4.4405726
b1058,-5.531842958,-5.796880389,-5.375337662,-5.434006352,-5.499490288,-5.351150762
pdxB,-3.450798874,-3.438958886,-3.455169316,-3.502641211,-3.401183009,-3.363745982
b1287,-3.945677257,-4.082751907,-3.883304441,-4.693969881,-4.056531906,-4.027862987
b2774,-3.464776586,-3.42494208,-3.434453067,-3.548221211,-3.469487967,-3.456657732
yjjG,-3.917910548,-3.865879,-3.92619406,-4.14482639,-3.888333316,-3.865442123
topB,-3.314922587,-3.453297855,-3.199217021,-3.969630282,-3.413176443,-3.38536699
xseA,-3.369569939,-3.384965537,-3.463675777,-3.429959196,-3.414603682,-3.418057518
b2385,-3.252257913,-3.150639012,-3.244294691,-3.312540115,-3.184738775,-3.190725448
rplL,-2.545039524,-2.305875299,-2.793414799,-3.7104026,-2.768937346,-2.863683745
dapF,-4.371130716,-4.388799547,-4.344497044,-4.626107399,-4.199576469,-4.169333344
cls,-4.489643421,-4.69085839,-4.531512565,-4.935459637,-4.140900226,-4.175105189
pntB,-3.215245509,-3.233015421,-3.271412021,-3.299779652,-3.266022951,-3.270640089
rffG,-3.774604129,-3.826367454,-3.788589981,-3.897929656,-3.718450146,-3.749651093
rph,-3.542842458,-3.448851497,-3.487270683,-3.73021517,-3.651301443,-3.637685801
prfH,-4.220143522,-4.219625412,-4.187397022,-4.350292059,-4.029014963,-4.02957595
rplQ,-3.681434231,-3.526273159,-3.874897943,-4.989100793,-3.900645762,-3.98795598
proC,-3.626564189,-3.597142798,-3.533543488,-4.254814139,-3.626532624,-3.688721172
metL,-3.374719815,-3.429466228,-3.457700035,-4.088147372,-3.352615249,-3.366658332
fadD,-3.916433478,-3.917684931,-3.895315677,-4.144683512,-3.854817686,-3.876853392
edd,-4.114672404,-4.039109437,-4.120612077,-4.197693842,-3.863646672,-3.882895527
gldA,-3.64791773,-3.688768177,-3.617898324,-3.711118904,-3.580310878,-3.568708666
gidB,-3.49879576,-3.463195675,-3.510298569,-3.512750936,-3.588395653,-3.598307438
hha,-3.801556141,-3.792752198,-3.887049086,-3.924229639,-3.847666222,-3.844540411
rplR,-3.82477393,-3.941598477,-4.038892143,-4.179388247,-4.07952777,-4.100608436
aspC,-3.706409077,-3.822194969,-3.721202669,-4.735441381,-3.705115962,-3.646449572
alr,-3.824992,-4.089520841,-3.887235732,-4.558804143,-3.980840325,-3.92945337
lgt,-3.387894882,-3.439084714,-3.446196773,-3.538394331,-3.356189858,-3.376931374
cpsG,-3.453079374,-3.450252887,-3.513046712,-3.506189022,-3.538947788,-3.550221537
phnM,-3.719747277,-3.719888506,-3.66875702,-3.85923025,-3.60319934,-3.573345439
priA,-4.070341902,-4.114228741,-3.999155577,-4.293887035,-3.803662042,-3.818437722
hrsA,-2.65573678,-2.844999005,-2.728765044,-2.940270696,-3.008728697,-2.866639639
rpmC,-3.227128498,-3.045596658,-3.180080704,-4.077302974,-3.432510311,-3.446749462
trpD,-4.461414455,-4.407831748,-4.543498631,-4.861462712,-4.59833827,-4.616536555
carA,-3.587923161,-3.342314045,-3.686496556,-4.056874112,-3.440294947,-3.484679991
pssR,-3.668095564,-3.767418062,-3.63395376,-3.787269781,-3.64260227,-3.721171106
hisQ,-4.489482756,-4.489218897,-4.584631225,-4.561971719,-4.512965833,-4.500292691
dsbD,-3.571410764,-3.490811472,-3.604531023,-3.622880454,-3.579587265,-3.604305733
holC,-3.863417804,-3.877859762,-3.915577674,-4.033517352,-3.931239676,-3.907833626
asnS,-3.795100335,-3.972729785,-3.865126178,-4.247164795,-3.78731931,-3.773447147
rplC,-3.230210429,-3.253385778,-3.253803752,-3.561704723,-3.375095422,-3.367784012
b1748,-4.493963544,-4.416266681,-4.519444436,-4.763982902,-4.261120308,-4.306559219
apt,-4.0049255,-3.949637276,-4.067249816,-4.259334824,-3.988560972,-3.970878678
psd,-3.109990752,-3.165378601,-3.099566441,-3.306377368,-3.15473867,-3.171591607
b2464,-3.397059619,-3.390079872,-3.454386502,-3.454626933,-3.509780379,-3.503887192
pdxA,-3.713809972,-3.748675474,-3.805625009,-3.908363339,-3.726762938,-3.717979539
hepA,-4.508792175,-4.577894047,-4.476066516,-4.71909177,-4.135343571,-4.182098546
prfA,-3.780680887,-3.797938507,-3.800182091,-4.06675274,-3.802726376,-3.784288433
slyD,-3.885507586,-3.909526688,-3.914448442,-4.448488319,-3.828515105,-3.85589178
hisC,-3.898395465,-3.58990162,-4.110346714,-4.744073001,-4.012701632,-4.021073174
